code,name_th,date,cpi_index
61100,ค่าธรรมเนียมและค่าสมาชิก,2023-06-01,100.14
61200,ค่าอุปกรณ์กีฬาและเครื่องเล่น,2023-06-01,99.55
61220,ของเล่น,2023-06-01,99.93
61240,ค่าการบันเทิง,2023-06-01,100.0
61250,ค่าใช้จ่ายเกี่ยวกับสัตว์เลี้ยง,2023-06-01,99.44
61260,ค่าใช้จ่ายเกี่ยวกับการทำสวนประดับบ้าน,2023-06-01,100.0
61300,ค่าอุปกรณ์การบันเทิง,2023-06-01,100.11
61400,ค่าใช้จ่ายเกี่ยวกับการอ่าน,2023-06-01,100.0
61500,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,2023-06-01,99.94
62000,การศึกษา,2023-06-01,100.3
62100,ค่าเล่าเรียนและค่าธรรมเนียมการศึกษา,2023-06-01,100.38
62110,การศึกษาระดับประถมศึกษา,2023-06-01,100.33
62120,การศึกษาระดับมัธยมศึกษาสายสามัญ,2023-06-01,100.76
62130,การศึกษาระดับมัธยมศึกษา ด้านเทคนิคและอาชีวะ,2023-06-01,100.34
62140,การศึกษาระดับอุดมศึกษา,2023-06-01,100.3
62150,ค่าเรียนพิเศษ,2023-06-01,100.0
62200,หนังสือและอุปกรณ์การศึกษา,2023-06-01,100.0
62210,หนังสือ,2023-06-01,100.0
62211,หนังสือแบบเรียนเอกชน,2023-06-01,100.0
62220,อุปกรณ์เกี่ยวกับการศึกษา,2023-06-01,100.0
62300,ค่าใช้จ่ายอื่น ๆ เกี่ยวกับการศึกษา,2023-06-01,99.78
63000,การศาสนา,2023-06-01,99.79
63100,ค่าอาหาร ของถวายพระ ไหว้เจ้าและอื่น ๆ,2023-06-01,99.79
63110,เครื่องถวายพระ,2023-06-01,99.79
70000,หมวดยาสูบและเครื่องดื่มมีแอลกอฮอล์,2023-06-01,99.83
71000,ผลิตภัณฑ์ยาสูบ,2023-06-01,99.5
72000,เครื่องดื่มมีแอลกอฮอลล์,2023-06-01,100.04
72100,ผลิตภัณฑ์เบียร์,2023-06-01,100.13
72200,ผลิตภัณฑ์ไวน์,2023-06-01,100.15
72300,ผลิตภัณฑ์สุรา,2023-06-01,99.79
80000,หมวดอื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,2023-06-01,99.84
81000,ไม่รวมอาหาร เครื่องดื่ม และพลังงาน,2023-06-01,100.01
82000,อาหารและเครื่องดื่ม (ไม่รวมอาหารสด),2023-06-01,99.98
90000,กลุ่มอาหารสดและพลังงาน,2023-06-01,100.14
91000,อาหารสด,2023-06-01,100.7
92000,พลังงาน,2023-06-01,99.31
93000,ดัชนีราคาผู้บริโภคพื้นฐาน,2023-06-01,100.0
00000,รวมทุกรายการ,2025-07-01,100.15
10000,หมวดอาหารและเครื่องดื่มไม่มีแอลกอฮอล์,2025-07-01,101.86
11000,อาหารปรุงที่บ้าน,2025-07-01,100.42
11100,ข้าว  แป้งและผลิตภัณฑ์จากแป้ง,2025-07-01,103.06
11110,ข้าว,2025-07-01,103.47
11120,แป้งและผลิตภัณฑ์จากแป้ง,2025-07-01,101.65
11121,แป้ง,2025-07-01,100.13
11122,ผลิตภัณฑ์จากแป้ง,2025-07-01,101.7
11200,เนื้อสัตว์ เป็ดไก่ และสัตว์น้ำ,2025-07-01,101.11
11210,เนื้อสัตว์,2025-07-01,98.68
11211,เนื้อสัตว์สด,2025-07-01,98.46
11212,เนื้อสัตว์แปรรูป,2025-07-01,100.01
11220,เป็ด ไก่,2025-07-01,100.56
11221,เป็ด ไก่  สด,2025-07-01,101.03
11222,เป็ด ไก่  สำเร็จรูปและแปรรูป,2025-07-01,
11230,ปลาและสัตว์น้ำ,2025-07-01,103.56
11231,ปลาน้ำจืดสด,2025-07-01,105.03
11232,ปลาน้ำทะเลสด,2025-07-01,103.22
11233,สัตว์น้ำ,2025-07-01,102.18
11234,ปลาแปรรูป,2025-07-01,103.18
11235,สัตว์น้ำแปรรูป,2025-07-01,105.32
11300,ไข่และผลิตภัณฑ์นม,2025-07-01,100.58
11310,ไข่,2025-07-01,98.33
11320,นมและผลิตภัณฑ์นม,2025-07-01,102.49
11400,ผักและผลไม้,2025-07-01,93.98
11410,ผักสดแปรรูปและอื่นๆ,2025-07-01,93.84
11411,ผักสด,2025-07-01,95.1
11412,ผักแปรรูปและอื่นๆ,2025-07-01,85.8
11420,ผลไม้สดแปรรูปและอื่นๆ,2025-07-01,94.76
11421,ผลไม้สด,2025-07-01,94.6
11422,ผลไม้แปรรูปและอื่น ๆ,2025-07-01,105.35
11500,เครื่องประกอบอาหาร,2025-07-01,102.02
11510,ผลิตภัณฑ์น้ำตาล,2025-07-01,
11511,น้ำตาลและขนมหวาน,2025-07-01,
11520,เครื่องปรุงอาหาร,2025-07-01,101.75
11521,น้ำมันและไขมัน,2025-07-01,102.32
11522,เครื่องปรุงรส,2025-07-01,101.41
11600,เครื่องดื่มไม่มีแอลกอฮอล์,2025-07-01,106.66
11700,ผลิตภัณฑ์น้ำตาล,2025-07-01,104.77
11710,น้ำตาลและขนมหวาน,2025-07-01,104.77
12000,อาหารสำเร็จรูป,2025-07-01,104.11
12100,อาหารบริโภค-ในบ้าน,2025-07-01,
12200,อาหารบริโภค-นอกบ้าน,2025-07-01,
12300,อาหารพร้อมทาน,2025-07-01,104.32
12400,อาหารจากร้านยอดนิยม,2025-07-01,102.57
12500,อาหารฟาสต์ฟู้ด/delivery,2025-07-01,96.48
20000,หมวดเครื่องนุ่งห่มและรองเท้า,2025-07-01,98.46
21000,ผ้าและเสื้อผ้า,2025-07-01,98.17
21100,บุรุษ,2025-07-01,97.12
21110,ผ้าบุรุษ,2025-07-01,
21120,เครื่องแบบชาย,2025-07-01,101.62
21130,เสื้อบุรุษ,2025-07-01,95.48
21140,กางเกงบุรุษ,2025-07-01,97.25
21150,เสื้อผ้าบุรุษอื่นๆ,2025-07-01,101.09
21160,เครื่องประดับบุรุษ,2025-07-01,98.51
21200,สตรี,2025-07-01,98.06
21210,ผ้าสตรี,2025-07-01,
21220,เครื่องแบบหญิง,2025-07-01,102.16
21230,เสื้อสตรี,2025-07-01,97.07
21240,กางเกงสตรีและกระโปรงสตรี,2025-07-01,98.77
21250,เสื้อผ้าสตรีอื่นๆ,2025-07-01,100.77
21260,เครื่องประดับสตรี,2025-07-01,
21300,เด็ก,2025-07-01,99.56
21310,เครื่องแบบเด็ก,2025-07-01,103.23
21320,เสื้อเด็ก,2025-07-01,96.62
21330,กางเกงเด็ก,2025-07-01,97.93
21340,เสื้อผ้าเด็กอื่นๆ,2025-07-01,99.61
21400,ค่าจ้างตัดเย็บและอุปกรณ์,2025-07-01,100.36
21410,ค่าจ้าง,2025-07-01,100.36
21420,อุปกรณ์,2025-07-01,
22000,ผลิตภัณฑ์รองเท้า,2025-07-01,99.73
22100,รองเท้าบุรุษ,2025-07-01,99.87
22110,รองเท้าหุ้มส้นบุรุษ,2025-07-01,98.47
22120,รองเท้ากีฬาและผ้าใบบุรุษ,2025-07-01,100.03
22130,รองเท้าแตะบุรุษ,2025-07-01,100.36
22200,รองเท้าสตรี,2025-07-01,99.18
22210,รองเท้าหุ้มส้นสตรี,2025-07-01,99.7
22220,รองเท้ากีฬาและผ้าใบสตรี,2025-07-01,99.99
22230,รองเท้าแตะสตรี,2025-07-01,98.19
22300,รองเท้าเด็ก,2025-07-01,100.6
22310,รองเท้าหุ้มส้นเด็ก,2025-07-01,99.98
22320,รองเท้ากีฬาและผ้าใบเด็ก,2025-07-01,101.36
22330,รองเท้าแตะเด็ก,2025-07-01,100.44
22400,ค่าซ่อมแซมและดูแลรักษา,2025-07-01,102.45
22410,ค่าซ่อมแซม,2025-07-01,102.45
22420,ค่าดูแลรักษา,2025-07-01,
30000,หมวดเคหสถาน,2025-07-01,99.58
31000,ค่าที่พักอาศัย,2025-07-01,100.5
31100,ค่าเช่า,2025-07-01,100.53
31200,การประกันอัคคีภัย,2025-07-01,100.0
31300,วัสดุก่อสร้าง,2025-07-01,100.69
31400,เครื่องสุขภัณฑ์,2025-07-01,98.54
31500,ค่าแรง,2025-07-01,100.54
31600,อุปกรณ์ซ่อมแซมบ้าน,2025-07-01,99.28
32000,ไฟฟ้า  เชื้อเพลิง  น้ำประปาและแสงสว่าง,2025-07-01,97.8
32100,ไฟฟ้า,2025-07-01,96.75
32200,เชื้อเพลิงในบ้าน,2025-07-01,101.25
32300,น้ำประปา,2025-07-01,100.06
32400,แสงสว่าง,2025-07-01,102.16
33000,สิ่งทอสำหรับใช้ในบ้าน,2025-07-01,96.8
34000,เครื่องใช้เบ็ดเตล็ดในบ้าน,2025-07-01,100.02
35000,เครื่องแต่งบ้านและบริภัณฑ์อื่นๆ,2025-07-01,98.43
35100,เครื่องแต่งบ้าน,2025-07-01,100.01
35200,บริภัณฑ์อื่น ๆ,2025-07-01,97.93
36000,สิ่งที่เกี่ยวกับทำความสะอาด,2025-07-01,97.37
37000,คนรับใช้ / คนงาน,2025-07-01,100.81
40000,หมวดการตรวจรักษาและบริการส่วนบุคคล,2025-07-01,98.75
41000,ค่าตรวจรักษาและค่ายา,2025-07-01,101.18
41100,ค่ายาและเวชภัณฑ์,2025-07-01,102.22
41110,ค่ายา,2025-07-01,102.55
41120,เวชภัณฑ์,2025-07-01,99.49
41200,ค่ารักษาพยาบาล,2025-07-01,100.44
41210,คนไข้นอก,2025-07-01,100.42
41211,ค่าตรวจโรครักษา ค่าบริการ และค่ายาของคนไข้นอก,2025-07-01,100.32
41212,ค่าทำฟัน,2025-07-01,100.54
41213,ค่าตรวจสายตา,2025-07-01,99.96
41214,ค่าบริการด้านรังสี,2025-07-01,100.81
41215,ค่าบริการอื่น ๆ,2025-07-01,100.48
41216,ค่าตรวจวินิจฉัยทางห้องปฏิบัติการ,2025-07-01,100.59
41220,คนไข้ใน,2025-07-01,100.51
41221,ค่าห้องพักคนไข้,2025-07-01,101.18
41222,ค่าตรวจรักษา ค่าบริการ และค่ายาของคนไข้ใน,2025-07-01,100.02
41224,ค่าบริการอื่น ๆ,2025-07-01,100.97
42000,ค่าใช้จ่ายส่วนบุคคล,2025-07-01,97.69
42100,ค่าของใช้ส่วนบุคคล,2025-07-01,96.23
42200,ค่าบริการส่วนบุคคล,2025-07-01,105.06
42210,ค่าบริการส่วนบุคคลเพื่อความสวยงาม,2025-07-01,104.95
42220,ค่าบริการส่วนบุคคลเพื่อความผ่อนคลาย,2025-07-01,108.76
43000,ค่าบัตรประกันสุขภาพและประกันชีวิต,2025-07-01,100.0
50000,หมวดพาหนะ การขนส่ง และการสื่อสาร,2025-07-01,98.01
51000,ค่าโดยสารสาธารณะ,2025-07-01,100.51
51100,ค่าโดยสารในท้องถิ่น,2025-07-01,101.8
51200,ค่าโดยสารนอกท้องถิ่น,2025-07-01,100.41
52000,ยานพาหนะและน้ำมันเชื้อเพลิง,2025-07-01,96.88
52100,ค่าซื้อยานพาหนะ,2025-07-01,100.12
52110,ยานพาหนะ,2025-07-01,100.03
52120,อุปกรณ์ยานพาหนะ,2025-07-01,101.27
52200,น้ำมันเชื้อเพลิง,2025-07-01,93.87
52300,ค่าบริการบำรุงรักษายานยนต์,2025-07-01,102.24
53000,ค่าภาษีและประกันภัยรถยนต์,2025-07-01,100.0
53100,ค่าภาษี,2025-07-01,100.0
53200,ค่าประกันภัยรถ,2025-07-01,100.0
53300,ค่าใช้จ่ายที่เกี่ยวกับรถ,2025-07-01,99.97
54000,การสื่อสาร,2025-07-01,100.39
54100,ค่าบริการการสื่อสาร,2025-07-01,100.51
54200,เครื่องรับอุปกรณ์สื่อสาร,2025-07-01,97.32
60000,หมวดการบันเทิงการอ่าน การศึกษา และการศาสนา,2025-07-01,101.17
61000,การบันเทิงและการอ่าน,2025-07-01,100.78
61100,ค่าธรรมเนียมและค่าสมาชิก,2025-07-01,100.88
61200,ค่าอุปกรณ์กีฬาและเครื่องเล่น,2025-07-01,100.9
61210,อุปกรณ์กีฬา,2025-07-01,
61220,ของเล่น,2025-07-01,100.41
61230,ค่าถ่ายรูปและค่าฟิล์ม,2025-07-01,
61240,ค่าการบันเทิง,2025-07-01,103.82
61250,ค่าใช้จ่ายเกี่ยวกับสัตว์เลี้ยง,2025-07-01,100.9
61260,ค่าใช้จ่ายเกี่ยวกับการทำสวนประดับบ้าน,2025-07-01,100.0
61300,ค่าอุปกรณ์การบันเทิง,2025-07-01,92.38
61400,ค่าใช้จ่ายเกี่ยวกับการอ่าน,2025-07-01,100.0
61500,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,2025-07-01,100.94
62000,การศึกษา,2025-07-01,102.67
62100,ค่าเล่าเรียนและค่าธรรมเนียมการศึกษา,2025-07-01,102.81
62110,การศึกษาระดับประถมศึกษา,2025-07-01,103.48
62120,การศึกษาระดับมัธยมศึกษาสายสามัญ,2025-07-01,105.16
62130,การศึกษาระดับมัธยมศึกษา ด้านเทคนิคและอาชีวะ,2025-07-01,101.92
62140,การศึกษาระดับอุดมศึกษา,2025-07-01,101.36
62150,ค่าเรียนพิเศษ,2025-07-01,100.0
62200,หนังสือและอุปกรณ์การศึกษา,2025-07-01,100.07
62210,หนังสือ,2025-07-01,100.0
62211,หนังสือแบบเรียนเอกชน,2025-07-01,100.0
62212,หนังสือแบบเรียนรัฐบาล,2025-07-01,
62220,อุปกรณ์เกี่ยวกับการศึกษา,2025-07-01,100.15
62300,ค่าใช้จ่ายอื่น ๆ เกี่ยวกับการศึกษา,2025-07-01,110.59
63000,การศาสนา,2025-07-01,99.92
63100,ค่าอาหาร ของถวายพระ ไหว้เจ้าและอื่น ๆ,2025-07-01,99.92
63110,เครื่องถวายพระ,2025-07-01,99.92
70000,หมวดยาสูบและเครื่องดื่มมีแอลกอฮอล์,2025-07-01,101.32
71000,ผลิตภัณฑ์ยาสูบ,2025-07-01,101.34
72000,เครื่องดื่มมีแอลกอฮอลล์,2025-07-01,101.31
72100,ผลิตภัณฑ์เบียร์,2025-07-01,100.19
72200,ผลิตภัณฑ์ไวน์,2025-07-01,98.74
72300,ผลิตภัณฑ์สุรา,2025-07-01,104.46
80000,หมวดอื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,2025-07-01,99.03
81000,ไม่รวมอาหาร เครื่องดื่ม และพลังงาน,2025-07-01,100.07
82000,อาหารและเครื่องดื่ม (ไม่รวมอาหารสด),2025-07-01,104.32
90000,กลุ่มอาหารสดและพลังงาน,2025-07-01,97.54
91000,อาหารสด,2025-07-01,99.32
92000,พลังงาน,2025-07-01,95.15
96000,"CPI ไม่รวมน้ำมัน 91 , 95 , ดีเซล และรายการของ คน.",2025-07-01,
93000,ดัชนีราคาผู้บริโภคพื้นฐาน,2025-07-01,101.4
00000,รวมทุกรายการ,2024-07-01,100.86
10000,หมวดอาหารและเครื่องดื่มไม่มีแอลกอฮอล์,2024-07-01,101.01
11000,อาหารปรุงที่บ้าน,2024-07-01,100.67
11100,ข้าว  แป้งและผลิตภัณฑ์จากแป้ง,2024-07-01,102.26
11110,ข้าว,2024-07-01,102.61
11120,แป้งและผลิตภัณฑ์จากแป้ง,2024-07-01,101.22
11121,แป้ง,2024-07-01,101.17
11122,ผลิตภัณฑ์จากแป้ง,2024-07-01,101.22
11200,เนื้อสัตว์ เป็ดไก่ และสัตว์น้ำ,2024-07-01,97.05
11210,เนื้อสัตว์,2024-07-01,92.9
11211,เนื้อสัตว์สด,2024-07-01,91.81
11212,เนื้อสัตว์แปรรูป,2024-07-01,100.55
11220,เป็ด ไก่,2024-07-01,100.86
11221,เป็ด ไก่  สด,2024-07-01,101.68
11230,ปลาและสัตว์น้ำ,2024-07-01,99.67
11231,ปลาน้ำจืดสด,2024-07-01,100.76
11232,ปลาน้ำทะเลสด,2024-07-01,92.88
11233,สัตว์น้ำ,2024-07-01,100.24
11234,ปลาแปรรูป,2024-07-01,101.29
11235,สัตว์น้ำแปรรูป,2024-07-01,101.77
11300,ไข่และผลิตภัณฑ์นม,2024-07-01,104.19
11310,ไข่,2024-07-01,106.23
11320,นมและผลิตภัณฑ์นม,2024-07-01,102.48
11400,ผักและผลไม้,2024-07-01,103.77
11410,ผักสดแปรรูปและอื่นๆ,2024-07-01,101.05
11411,ผักสด,2024-07-01,102.33
11412,ผักแปรรูปและอื่นๆ,2024-07-01,95.24
11420,ผลไม้สดแปรรูปและอื่นๆ,2024-07-01,107.54
11421,ผลไม้สด,2024-07-01,107.6
11422,ผลไม้แปรรูปและอื่น ๆ,2024-07-01,104.21
11500,เครื่องประกอบอาหาร,2024-07-01,98.65
11520,เครื่องปรุงอาหาร,2024-07-01,98.55
11521,น้ำมันและไขมัน,2024-07-01,96.39
11522,เครื่องปรุงรส,2024-07-01,99.93
11600,เครื่องดื่มไม่มีแอลกอฮอล์,2024-07-01,102.06
11700,ผลิตภัณฑ์น้ำตาล,2024-07-01,102.75
11710,น้ำตาลและขนมหวาน,2024-07-01,102.75
12000,อาหารสำเร็จรูป,2024-07-01,101.54
12300,อาหารพร้อมทาน,2024-07-01,101.41
12400,อาหารจากร้านยอดนิยม,2024-07-01,101.55
12500,อาหารฟาสต์ฟู้ด/delivery,2024-07-01,104.1
20000,หมวดเครื่องนุ่งห่มและรองเท้า,2024-07-01,99.53
21000,ผ้าและเสื้อผ้า,2024-07-01,99.44
21100,บุรุษ,2024-07-01,98.74
21120,เครื่องแบบชาย,2024-07-01,101.22
21130,เสื้อบุรุษ,2024-07-01,97.7
21140,กางเกงบุรุษ,2024-07-01,98.86
21150,เสื้อผ้าบุรุษอื่นๆ,2024-07-01,101.02
21160,เครื่องประดับบุรุษ,2024-07-01,99.08
21200,สตรี,2024-07-01,99.42
21220,เครื่องแบบหญิง,2024-07-01,101.83
21230,เสื้อสตรี,2024-07-01,98.84
21240,กางเกงสตรีและกระโปรงสตรี,2024-07-01,99.81
21250,เสื้อผ้าสตรีอื่นๆ,2024-07-01,100.36
21300,เด็ก,2024-07-01,100.49
21310,เครื่องแบบเด็ก,2024-07-01,102.93
21320,เสื้อเด็ก,2024-07-01,99.34
21330,กางเกงเด็ก,2024-07-01,98.72
21340,เสื้อผ้าเด็กอื่นๆ,2024-07-01,99.97
21400,ค่าจ้างตัดเย็บและอุปกรณ์,2024-07-01,100.24
21410,ค่าจ้าง,2024-07-01,100.24
22000,ผลิตภัณฑ์รองเท้า,2024-07-01,100.02
22100,รองเท้าบุรุษ,2024-07-01,99.79
22110,รองเท้าหุ้มส้นบุรุษ,2024-07-01,98.47
22120,รองเท้ากีฬาและผ้าใบบุรุษ,2024-07-01,99.97
22130,รองเท้าแตะบุรุษ,2024-07-01,100.24
22200,รองเท้าสตรี,2024-07-01,100.1
22210,รองเท้าหุ้มส้นสตรี,2024-07-01,99.68
22220,รองเท้ากีฬาและผ้าใบสตรี,2024-07-01,100.03
22230,รองเท้าแตะสตรี,2024-07-01,100.49
22300,รองเท้าเด็ก,2024-07-01,100.45
22310,รองเท้าหุ้มส้นเด็ก,2024-07-01,99.96
22320,รองเท้ากีฬาและผ้าใบเด็ก,2024-07-01,100.81
22330,รองเท้าแตะเด็ก,2024-07-01,99.98
22400,ค่าซ่อมแซมและดูแลรักษา,2024-07-01,101.46
22410,ค่าซ่อมแซม,2024-07-01,101.46
30000,หมวดเคหสถาน,2024-07-01,99.81
31000,ค่าที่พักอาศัย,2024-07-01,100.18
31100,ค่าเช่า,2024-07-01,100.18
31200,การประกันอัคคีภัย,2024-07-01,100.0
31300,วัสดุก่อสร้าง,2024-07-01,100.19
31400,เครื่องสุขภัณฑ์,2024-07-01,99.97
31500,ค่าแรง,2024-07-01,100.69
31600,อุปกรณ์ซ่อมแซมบ้าน,2024-07-01,99.67
32000,ไฟฟ้า  เชื้อเพลิง  น้ำประปาและแสงสว่าง,2024-07-01,99.15
32100,ไฟฟ้า,2024-07-01,98.66
32200,เชื้อเพลิงในบ้าน,2024-07-01,100.83
32300,น้ำประปา,2024-07-01,100.06
32400,แสงสว่าง,2024-07-01,101.04
33000,สิ่งทอสำหรับใช้ในบ้าน,2024-07-01,100.57
34000,เครื่องใช้เบ็ดเตล็ดในบ้าน,2024-07-01,100.03
35000,เครื่องแต่งบ้านและบริภัณฑ์อื่นๆ,2024-07-01,98.97
35100,เครื่องแต่งบ้าน,2024-07-01,100.13
35200,บริภัณฑ์อื่น ๆ,2024-07-01,98.62
36000,สิ่งที่เกี่ยวกับทำความสะอาด,2024-07-01,98.71
37000,คนรับใช้ / คนงาน,2024-07-01,100.28
40000,หมวดการตรวจรักษาและบริการส่วนบุคคล,2024-07-01,99.83
41000,ค่าตรวจรักษาและค่ายา,2024-07-01,100.74
41100,ค่ายาและเวชภัณฑ์,2024-07-01,101.32
41110,ค่ายา,2024-07-01,101.4
41120,เวชภัณฑ์,2024-07-01,99.36
41200,ค่ารักษาพยาบาล,2024-07-01,100.34
41210,คนไข้นอก,2024-07-01,100.31
41211,ค่าตรวจโรครักษา ค่าบริการ และค่ายาของคนไข้นอก,2024-07-01,100.32
41212,ค่าทำฟัน,2024-07-01,100.19
41213,ค่าตรวจสายตา,2024-07-01,99.96
41214,ค่าบริการด้านรังสี,2024-07-01,100.46
41215,ค่าบริการอื่น ๆ,2024-07-01,100.48
41216,ค่าตรวจวินิจฉัยทางห้องปฏิบัติการ,2024-07-01,100.51
41220,คนไข้ใน,2024-07-01,100.44
41221,ค่าห้องพักคนไข้,2024-07-01,100.87
41222,ค่าตรวจรักษา ค่าบริการ และค่ายาของคนไข้ใน,2024-07-01,100.02
41224,ค่าบริการอื่น ๆ,2024-07-01,100.97
42000,ค่าใช้จ่ายส่วนบุคคล,2024-07-01,99.56
42100,ค่าของใช้ส่วนบุคคล,2024-07-01,99.02
42200,ค่าบริการส่วนบุคคล,2024-07-01,102.2
42210,ค่าบริการส่วนบุคคลเพื่อความสวยงาม,2024-07-01,102.24
42220,ค่าบริการส่วนบุคคลเพื่อความผ่อนคลาย,2024-07-01,101.04
43000,ค่าบัตรประกันสุขภาพและประกันชีวิต,2024-07-01,100.0
50000,หมวดพาหนะ การขนส่ง และการสื่อสาร,2024-07-01,101.96
51000,ค่าโดยสารสาธารณะ,2024-07-01,101.36
51100,ค่าโดยสารในท้องถิ่น,2024-07-01,101.32
51200,ค่าโดยสารนอกท้องถิ่น,2024-07-01,102.16
52000,ยานพาหนะและน้ำมันเชื้อเพลิง,2024-07-01,102.69
52100,ค่าซื้อยานพาหนะ,2024-07-01,100.01
52110,ยานพาหนะ,2024-07-01,100.01
52120,อุปกรณ์ยานพาหนะ,2024-07-01,100.11
52200,น้ำมันเชื้อเพลิง,2024-07-01,104.48
52300,ค่าบริการบำรุงรักษายานยนต์,2024-07-01,100.87
53000,ค่าภาษีและประกันภัยรถยนต์,2024-07-01,100.0
53100,ค่าภาษี,2024-07-01,100.0
53200,ค่าประกันภัยรถ,2024-07-01,100.0
53300,ค่าใช้จ่ายที่เกี่ยวกับรถ,2024-07-01,100.0
54000,การสื่อสาร,2024-07-01,100.05
54100,ค่าบริการการสื่อสาร,2024-07-01,100.07
54200,เครื่องรับอุปกรณ์สื่อสาร,2024-07-01,99.32
60000,หมวดการบันเทิงการอ่าน การศึกษา และการศาสนา,2024-07-01,100.7
61000,การบันเทิงและการอ่าน,2024-07-01,100.14
61100,ค่าธรรมเนียมและค่าสมาชิก,2024-07-01,99.91
61200,ค่าอุปกรณ์กีฬาและเครื่องเล่น,2024-07-01,99.83
61220,ของเล่น,2024-07-01,100.1
61240,ค่าการบันเทิง,2024-07-01,100.0
61250,ค่าใช้จ่ายเกี่ยวกับสัตว์เลี้ยง,2024-07-01,99.78
61260,ค่าใช้จ่ายเกี่ยวกับการทำสวนประดับบ้าน,2024-07-01,100.0
61300,ค่าอุปกรณ์การบันเทิง,2024-07-01,97.08
61400,ค่าใช้จ่ายเกี่ยวกับการอ่าน,2024-07-01,100.0
61500,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,2024-07-01,100.28
62000,การศึกษา,2024-07-01,101.63
62100,ค่าเล่าเรียนและค่าธรรมเนียมการศึกษา,2024-07-01,101.79
62110,การศึกษาระดับประถมศึกษา,2024-07-01,102.07
62120,การศึกษาระดับมัธยมศึกษาสายสามัญ,2024-07-01,103.59
62130,การศึกษาระดับมัธยมศึกษา ด้านเทคนิคและอาชีวะ,2024-07-01,101.45
62140,การศึกษาระดับอุดมศึกษา,2024-07-01,100.76
62150,ค่าเรียนพิเศษ,2024-07-01,100.0
62200,หนังสือและอุปกรณ์การศึกษา,2024-07-01,100.0
62210,หนังสือ,2024-07-01,100.0
62211,หนังสือแบบเรียนเอกชน,2024-07-01,100.0
62220,อุปกรณ์เกี่ยวกับการศึกษา,2024-07-01,100.0
62300,ค่าใช้จ่ายอื่น ๆ เกี่ยวกับการศึกษา,2024-07-01,105.63
63000,การศาสนา,2024-07-01,100.51
63100,ค่าอาหาร ของถวายพระ ไหว้เจ้าและอื่น ๆ,2024-07-01,100.51
63110,เครื่องถวายพระ,2024-07-01,100.51
70000,หมวดยาสูบและเครื่องดื่มมีแอลกอฮอล์,2024-07-01,101.36
71000,ผลิตภัณฑ์ยาสูบ,2024-07-01,101.34
72000,เครื่องดื่มมีแอลกอฮอลล์,2024-07-01,101.37
72100,ผลิตภัณฑ์เบียร์,2024-07-01,100.17
72200,ผลิตภัณฑ์ไวน์,2024-07-01,100.22
72300,ผลิตภัณฑ์สุรา,2024-07-01,104.64
80000,หมวดอื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,2024-07-01,100.76
81000,ไม่รวมอาหาร เครื่องดื่ม และพลังงาน,2024-07-01,100.15
82000,อาหารและเครื่องดื่ม (ไม่รวมอาหารสด),2024-07-01,101.46
90000,กลุ่มอาหารสดและพลังงาน,2024-07-01,101.41
91000,อาหารสด,2024-07-01,100.56
92000,พลังงาน,2024-07-01,102.68
93000,ดัชนีราคาผู้บริโภคพื้นฐาน,2024-07-01,100.56
00000,รวมทุกรายการ,2023-07-01,100.04
10000,หมวดอาหารและเครื่องดื่มไม่มีแอลกอฮอล์,2023-07-01,99.74
11000,อาหารปรุงที่บ้าน,2023-07-01,99.57
11100,ข้าว  แป้งและผลิตภัณฑ์จากแป้ง,2023-07-01,98.86
11110,ข้าว,2023-07-01,98.4
11120,แป้งและผลิตภัณฑ์จากแป้ง,2023-07-01,100.29
11121,แป้ง,2023-07-01,100.5
11122,ผลิตภัณฑ์จากแป้ง,2023-07-01,100.28
11200,เนื้อสัตว์ เป็ดไก่ และสัตว์น้ำ,2023-07-01,99.23
11210,เนื้อสัตว์,2023-07-01,97.96
11211,เนื้อสัตว์สด,2023-07-01,97.74
11212,เนื้อสัตว์แปรรูป,2023-07-01,99.51
11220,เป็ด ไก่,2023-07-01,100.9
11221,เป็ด ไก่  สด,2023-07-01,101.0
11230,ปลาและสัตว์น้ำ,2023-07-01,99.81
11231,ปลาน้ำจืดสด,2023-07-01,100.13
11232,ปลาน้ำทะเลสด,2023-07-01,98.64
11233,สัตว์น้ำ,2023-07-01,99.79
11234,ปลาแปรรูป,2023-07-01,99.96
11235,สัตว์น้ำแปรรูป,2023-07-01,100.09
11300,ไข่และผลิตภัณฑ์นม,2023-07-01,101.27
11310,ไข่,2023-07-01,102.0
11320,นมและผลิตภัณฑ์นม,2023-07-01,100.66
11400,ผักและผลไม้,2023-07-01,99.55
11410,ผักสดแปรรูปและอื่นๆ,2023-07-01,97.73
11411,ผักสด,2023-07-01,97.79
11412,ผักแปรรูปและอื่นๆ,2023-07-01,97.44
11420,ผลไม้สดแปรรูปและอื่นๆ,2023-07-01,102.08
11421,ผลไม้สด,2023-07-01,102.11
11422,ผลไม้แปรรูปและอื่น ๆ,2023-07-01,99.9
11500,เครื่องประกอบอาหาร,2023-07-01,99.77
